Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fv/Fm
2022-04-05 11:15:57,3894524,2022-04-05,11:15:56,F,236,116,278,190,0.583,46.5,0.829
2022-04-05 11:16:07,3904813,2022-04-05,11:16:06,F,237,109,236,285,0.538,64.4,0.829
2022-04-05 11:16:17,3915115,2022-04-05,11:16:17,F,238,97,201,420,0.517,91.2,0.829
2022-04-05 11:16:27,3925419,2022-04-05,11:16:27,F,239,107,186,625,0.425,111.6,0.829
2022-04-05 11:16:30,3927897,2022-04-05,11:16:29,SLCE,,Light Curve end ,,,,,
2022-04-05 11:17:33,3990451,2022-04-05,11:17:32,SLCS,,Light Curve start ,,,,,
2022-04-05 11:17:33,3990451,2022-04-05,11:17:32,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 59.353 ) ",,,,,
2022-04-05 11:17:33,3990451,2022-04-05,11:17:32,REG2,,"#1: alpha: 0.256, ETRm: 59.849, Ik: 233.572 ",,,,,
2022-04-05 11:17:34,3992201,2022-04-05,11:17:34,FO,240,92,412,0,0.777,0,0.777
2022-04-05 11:17:45,4002505,2022-04-05,11:17:44,F,241,152,404,45,0.624,11.8,0.777
2022-04-05 11:17:55,4012804,2022-04-05,11:17:54,F,242,154,391,66,0.606,16.8,0.777
2022-04-05 11:18:05,4023099,2022-04-05,11:18:05,F,243,148,389,90,0.62,23.4,0.777
2022-04-05 11:18:15,4033400,2022-04-05,11:18:15,F,244,155,376,125,0.588,30.9,0.777
2022-04-05 11:18:26,4043699,2022-04-05,11:18:25,F,245,183,367,190,0.501,40,0.777
2022-04-05 11:18:36,4054001,2022-04-05,11:18:36,F,246,201,331,285,0.393,47,0.777
2022-04-05 11:18:46,4064292,2022-04-05,11:18:46,F,247,200,293,420,0.317,55.9,0.777
2022-04-05 11:18:57,4074595,2022-04-05,11:18:56,F,248,193,252,625,0.234,61.4,0.777
2022-04-05 11:18:59,4077198,2022-04-05,11:18:59,SLCE,,Light Curve end ,,,,,
2022-04-05 11:20:50,4187578,2022-04-05,11:20:49,SLCS,,Light Curve start ,,,,,
2022-04-05 11:20:50,4187578,2022-04-05,11:20:49,REG1,,#1: Error: Not enough measures for calculating regression data ,,,,,
2022-04-05 11:20:50,4187578,2022-04-05,11:20:49,REG2,,#1: Error: Not enough measures for calculating regression data ,,,,,
2022-04-05 11:20:51,4189275,2022-04-05,11:20:51,FO,249,58,135,0,0.57,0,0.57
2022-04-05 11:20:59,4196483,2022-04-05,11:20:58,SLCE,,Light Curve end ,,,,,
2022-04-05 11:21:52,4249512,2022-04-05,11:21:51,SLCS,,Light Curve start ,,,,,
2022-04-05 11:21:52,4249512,2022-04-05,11:21:51,REG1,,"#1: alpha: 0.311, ETRm: 54.550, Ik: 175.679   ( beta: 0.062, ETRmPot: 93.446 ) ",,,,,
2022-04-05 11:21:52,4249512,2022-04-05,11:21:51,REG2,,"#1: alpha: 0.265, ETRm: 54.284, Ik: 204.543 ",,,,,
2022-04-05 11:21:53,4251272,2022-04-05,11:21:53,FO,250,118,460,0,0.743,0,0.743
2022-04-05 11:22:04,4261567,2022-04-05,11:22:03,F,251,189,449,45,0.579,10.9,0.743
2022-04-05 11:22:14,4271872,2022-04-05,11:22:13,F,252,184,435,66,0.577,16,0.743
2022-04-05 11:22:24,4282169,2022-04-05,11:22:24,F,253,179,421,90,0.575,21.7,0.743
2022-04-05 11:22:35,4292465,2022-04-05,11:22:34,F,254,178,411,125,0.567,29.8,0.743
2022-04-05 11:22:45,4302761,2022-04-05,11:22:44,F,255,190,395,190,0.519,41.4,0.743
2022-04-05 11:22:55,4313060,2022-04-05,11:22:55,F,256,216,362,285,0.403,48.2,0.743
2022-04-05 11:23:05,4323357,2022-04-05,11:23:05,F,257,222,312,420,0.288,50.8,0.743
2022-04-05 11:23:16,4333660,2022-04-05,11:23:15,F,258,204,258,625,0.209,54.9,0.743
2022-04-05 11:23:18,4336278,2022-04-05,11:23:18,SLCE,,Light Curve end ,,,,,
2022-04-05 11:23:48,4366286,2022-04-05,11:23:48,SLCS,,Light Curve start ,,,,,
2022-04-05 11:23:50,4367951,2022-04-05,11:23:50,FO,259,7,22,0,-,-,-
2022-04-05 11:24:00,4378248,2022-04-05,11:24:00,F,260,4,20,45,-,-,-
2022-04-05 11:24:11,4388550,2022-04-05,11:24:10,F,261,8,23,66,-,-,-
2022-04-05 11:24:18,4396242,2022-04-05,11:24:18,SLCE,,Light Curve end ,,,,,
2022-04-05 11:24:25,4403273,2022-04-05,11:24:25,SLCS,,Light Curve start ,,,,,
2022-04-05 11:24:25,4403273,2022-04-05,11:24:25,REG1,,"#1: alpha: 0.343, ETRm: 113.443, Ik: 331.186   ( beta: 3.574, ETRmPot: 3370.349 ) ",,,,,
2022-04-05 11:24:25,4403273,2022-04-05,11:24:25,REG2,,"#1: alpha: 0.302, ETRm: 113.737, Ik: 376.964 ",,,,,
2022-04-05 11:24:27,4404939,2022-04-05,11:24:27,FO,262,20,94,0,0.787,0,0.787
2022-04-05 11:24:37,4415251,2022-04-05,11:24:37,F,263,38,114,45,0.667,12.6,0.787
2022-04-05 11:24:48,4425544,2022-04-05,11:24:47,F,264,39,106,66,0.632,17.5,0.787
2022-04-05 11:24:58,4435849,2022-04-05,11:24:57,F,265,37,112,90,0.67,25.3,0.787
2022-04-05 11:25:08,4446148,2022-04-05,11:25:08,F,266,35,109,125,0.679,35.6,0.787
2022-04-05 11:25:19,4456445,2022-04-05,11:25:18,F,267,38,113,190,0.664,53,0.787
2022-04-05 11:25:29,4466745,2022-04-05,11:25:28,F,268,40,109,285,0.633,75.8,0.787
2022-04-05 11:25:39,4477042,2022-04-05,11:25:39,F,269,51,105,420,0.514,90.7,0.787
2022-04-05 11:25:49,4487340,2022-04-05,11:25:49,F,270,61,102,625,0.402,105.5,0.787
2022-04-05 11:25:53,4490469,2022-04-05,11:25:52,SLCE,,Light Curve end ,,,,,
2022-04-05 11:26:46,4544072,2022-04-05,11:26:46,SLCS,,Light Curve start ,,,,,
2022-04-05 11:26:46,4544072,2022-04-05,11:26:46,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.097, ETRmPot: 188.687 ) ",,,,,
2022-04-05 11:26:46,4544072,2022-04-05,11:26:46,REG2,,"#1: alpha: 0.270, ETRm: 282.244, Ik: 1047.089 ",,,,,
2022-04-05 11:26:48,4545830,2022-04-05,11:26:47,FO,271,53,239,0,0.778,0,0.778
2022-04-05 11:26:58,4556129,2022-04-05,11:26:58,F,272,29,94,45,0.691,13.1,0.778
2022-04-05 11:27:08,4566431,2022-04-05,11:27:08,F,273,40,90,66,0.556,15.4,0.778
2022-04-05 11:27:19,4576726,2022-04-05,11:27:18,F,274,43,125,90,0.656,24.8,0.778
2022-04-05 11:27:29,4587026,2022-04-05,11:27:29,F,275,38,109,125,0.651,34.2,0.778
2022-04-05 11:27:39,4597328,2022-04-05,11:27:39,F,276,34,97,190,0.649,51.8,0.778
2022-04-05 11:27:50,4607618,2022-04-05,11:27:49,F,277,38,99,285,0.616,73.7,0.778
2022-04-05 11:28:00,4617918,2022-04-05,11:27:59,F,278,44,113,420,0.611,107.8,0.778
2022-04-05 11:28:10,4628224,2022-04-05,11:28:10,F,279,144,213,625,0.324,85.1,0.778
2022-04-05 11:28:12,4629721,2022-04-05,11:28:11,SLCE,,Light Curve end ,,,,,
2022-04-05 11:28:36,4653902,2022-04-05,11:28:35,SLCS,,Light Curve start ,,,,,
2022-04-05 11:28:36,4653902,2022-04-05,11:28:35,REG1,,"#1: alpha: 0.307, ETRm: 72.246, Ik: 235.622   ( beta: 0.313, ETRmPot: 292.979 ) ",,,,,
2022-04-05 11:28:36,4653902,2022-04-05,11:28:35,REG2,,"#1: alpha: 0.267, ETRm: 73.093, Ik: 274.077 ",,,,,
2022-04-05 11:28:38,4655609,2022-04-05,11:28:37,FO,280,66,264,0,0.75,0,0.75
2022-04-05 11:28:48,4665915,2022-04-05,11:28:47,F,281,88,253,45,0.652,12.3,0.75
2022-04-05 11:28:58,4676210,2022-04-05,11:28:58,F,282,94,242,66,0.612,17,0.75
2022-04-05 11:29:09,4686516,2022-04-05,11:29:08,F,283,84,230,90,0.635,24,0.75
2022-04-05 11:29:19,4696811,2022-04-05,11:29:18,F,284,86,225,125,0.618,32.4,0.75
2022-04-05 11:29:29,4707108,2022-04-05,11:29:29,F,285,98,218,190,0.55,43.9,0.75
2022-04-05 11:29:39,4717405,2022-04-05,11:29:39,F,286,112,207,285,0.459,54.9,0.75
2022-04-05 11:29:50,4727704,2022-04-05,11:29:49,F,287,120,193,420,0.378,66.7,0.75
2022-04-05 11:30:00,4738006,2022-04-05,11:30:00,F,288,129,178,625,0.275,72.2,0.75
2022-04-05 11:30:03,4740449,2022-04-05,11:30:02,SLCE,,Light Curve end ,,,,,
2022-04-05 11:31:42,4840286,2022-04-05,11:31:42,SLCS,,Light Curve start ,,,,,
2022-04-05 11:31:42,4840286,2022-04-05,11:31:42,REG1,,"#1: alpha: 0.286, ETRm: 86.190, Ik: 301.451   ( beta: 0.009, ETRmPot: 98.924 ) ",,,,,
2022-04-05 11:31:42,4840286,2022-04-05,11:31:42,REG2,,"#1: alpha: 0.241, ETRm: 80.430, Ik: 333.477 ",,,,,
2022-04-05 11:31:44,4841988,2022-04-05,11:31:44,FO,289,88,369,0,0.762,0,0.762
2022-04-05 11:31:54,4852289,2022-04-05,11:31:54,F,290,153,378,45,0.595,11.2,0.762
2022-04-05 11:32:05,4862584,2022-04-05,11:32:04,F,291,157,370,66,0.576,16,0.762
2022-04-05 11:32:15,4872886,2022-04-05,11:32:14,F,292,146,356,90,0.59,22.3,0.762
2022-04-05 11:32:25,4883186,2022-04-05,11:32:25,F,293,143,331,125,0.568,29.8,0.762
2022-04-05 11:32:36,4893486,2022-04-05,11:32:35,F,294,148,315,190,0.53,42.3,0.762
2022-04-05 11:32:46,4903786,2022-04-05,11:32:45,F,295,161,296,285,0.456,54.6,0.762
2022-04-05 11:32:56,4914084,2022-04-05,11:32:56,F,296,169,270,420,0.374,66,0.762
2022-04-05 11:33:06,4924382,2022-04-05,11:33:06,F,297,171,244,625,0.299,78.5,0.762
2022-04-05 11:33:09,4927395,2022-04-05,11:33:09,SLCE,,Light Curve end ,,,,,
2022-04-05 11:33:28,4946079,2022-04-05,11:33:28,SLCS,,Light Curve start ,,,,,
2022-04-05 11:33:28,4946079,2022-04-05,11:33:28,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.104, ETRmPot: 48.872 ) ",,,,,
2022-04-05 11:33:28,4946079,2022-04-05,11:33:28,REG2,,"#1: alpha: 0.240, ETRm: 147.096, Ik: 612.967 ",,,,,
2022-04-05 11:33:30,4947777,2022-04-05,11:33:29,FO,298,128,454,0,0.718,0,0.718
2022-04-05 11:33:40,4958078,2022-04-05,11:33:40,F,299,190,444,45,0.572,10.8,0.718
2022-04-05 11:33:50,4968375,2022-04-05,11:33:50,F,300,186,432,66,0.569,15.8,0.718
2022-04-05 11:34:01,4978671,2022-04-05,11:34:00,F,301,180,414,90,0.565,21.4,0.718
2022-04-05 11:34:11,4988973,2022-04-05,11:34:11,F,302,175,401,125,0.564,29.6,0.718
2022-04-05 11:34:15,4993036,2022-04-05,11:34:15,SLCE,,Light Curve end ,,,,,
2022-04-05 11:34:51,5028580,2022-04-05,11:34:50,SLCS,,Light Curve start ,,,,,
2022-04-05 11:34:51,5028580,2022-04-05,11:34:50,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.007, ETRmPot: 63.267 ) ",,,,,
2022-04-05 11:34:51,5028580,2022-04-05,11:34:50,REG2,,"#1: alpha: 0.230, ETRm: 63.398, Ik: 275.775 ",,,,,
2022-04-05 11:34:52,5030265,2022-04-05,11:34:52,FO,303,115,345,0,0.667,0,0.667
2022-04-05 11:35:03,5040564,2022-04-05,11:35:02,F,304,147,329,45,0.553,10.5,0.667
2022-04-05 11:35:13,5050866,2022-04-05,11:35:12,F,305,147,329,66,0.553,15.3,0.667
2022-04-05 11:35:23,5061160,2022-04-05,11:35:23,F,306,145,328,90,0.558,21.1,0.667
2022-04-05 11:35:34,5071461,2022-04-05,11:35:33,F,307,150,319,125,0.53,27.8,0.667
2022-04-05 11:35:44,5081755,2022-04-05,11:35:43,F,308,161,312,190,0.484,38.6,0.667
2022-04-05 11:35:54,5092053,2022-04-05,11:35:54,F,309,178,295,285,0.397,47.5,0.667
2022-04-05 11:36:04,5102355,2022-04-05,11:36:04,F,310,184,268,420,0.313,55.2,0.667
2022-04-05 11:36:15,5112652,2022-04-05,11:36:14,F,311,182,241,625,0.245,64.3,0.667
2022-04-05 11:36:18,5115460,2022-04-05,11:36:17,SLCE,,Light Curve end ,,,,,
2022-04-05 11:37:18,5175474,2022-04-05,11:37:17,SLCS,,Light Curve start ,,,,,
2022-04-05 11:37:18,5175835,2022-04-05,11:37:17,SLCE,,Light Curve end ,,,,,
2022-04-05 11:37:39,5196781,2022-04-05,11:37:38,SLCS,,Light Curve start ,,,,,
2022-04-05 11:37:39,5196781,2022-04-05,11:37:38,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 47.843 ) ",,,,,
2022-04-05 11:37:39,5196781,2022-04-05,11:37:38,REG2,,"#1: alpha: 0.253, ETRm: 61.554, Ik: 243.506 ",,,,,
2022-04-05 11:37:41,5198439,2022-04-05,11:37:40,FO,312,87,380,0,0.771,0,0.771
2022-04-05 11:37:51,5208738,2022-04-05,11:37:50,F,313,141,365,45,0.614,11.6,0.771
2022-04-05 11:38:01,5219035,2022-04-05,11:38:01,F,314,139,353,66,0.606,16.8,0.771
2022-04-05 11:38:11,5229342,2022-04-05,11:38:11,F,315,132,349,90,0.622,23.5,0.771
2022-04-05 11:38:22,5239637,2022-04-05,11:38:21,F,316,135,329,125,0.59,31,0.771
2022-04-05 11:38:32,5249931,2022-04-05,11:38:31,F,317,151,306,190,0.507,40.5,0.771
2022-04-05 11:38:42,5260232,2022-04-05,11:38:42,F,318,168,279,285,0.398,47.6,0.771
2022-04-05 11:38:53,5270533,2022-04-05,11:38:52,F,319,173,250,420,0.308,54.3,0.771
2022-04-05 11:39:03,5280835,2022-04-05,11:39:02,F,320,165,219,625,0.247,64.8,0.771
2022-04-05 11:39:05,5283371,2022-04-05,11:39:05,SLCE,,Light Curve end ,,,,,
2022-04-05 11:39:36,5314430,2022-04-05,11:39:36,SLCS,,Light Curve start ,,,,,
2022-04-05 11:39:36,5314430,2022-04-05,11:39:36,REG1,,"#1: alpha: 0.314, ETRm: 62.960, Ik: 200.436   ( beta: 4.521, ETRmPot: 2548.308 ) ",,,,,
2022-04-05 11:39:36,5314430,2022-04-05,11:39:36,REG2,,"#1: alpha: 0.268, ETRm: 64.151, Ik: 238.982 ",,,,,
2022-04-05 11:39:38,5316124,2022-04-05,11:39:38,FO,321,108,430,0,0.749,0,0.749
2022-04-05 11:39:48,5326422,2022-04-05,11:39:48,F,322,174,427,45,0.593,11.2,0.749
2022-04-05 11:39:59,5336722,2022-04-05,11:39:58,F,323,169,416,66,0.594,16.5,0.749
2022-04-05 11:40:09,5347025,2022-04-05,11:40:09,F,324,163,402,90,0.595,22.5,0.749
2022-04-05 11:40:19,5357317,2022-04-05,11:40:19,F,325,162,387,125,0.581,30.5,0.749
2022-04-05 11:40:30,5367620,2022-04-05,11:40:29,F,326,172,374,190,0.54,43.1,0.749
2022-04-05 11:40:40,5377917,2022-04-05,11:40:39,F,327,188,329,285,0.429,51.4,0.749
2022-04-05 11:40:50,5388218,2022-04-05,11:40:50,F,328,183,295,420,0.38,67,0.749
2022-04-05 11:41:01,5398512,2022-04-05,11:41:00,F,329,193,249,625,0.225,59.1,0.749
2022-04-05 11:41:04,5401815,2022-04-05,11:41:03,SLCE,,Light Curve end ,,,,,
