Datetime,Time (rel/ms),Date,Time,Type,No.,1:F,1:Fm',1:PAR,1:Y (II),1:ETR,1:Fo,1:Fm,1:Fv/Fm
2022-04-03 16:17:56,5785884,2022-04-03,16:17:55,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.027, ETRmPot: 37.871 ) ",,,,,,,
2022-04-03 16:17:56,5785884,2022-04-03,16:17:55,REG2,,"#1: alpha: 0.218, ETRm: 62.775, Ik: 287.613 ",,,,,,,
2022-04-03 16:17:58,5787667,2022-04-03,16:17:57,FO,166,75,324,0,0.769,0,75,324,0.769
2022-04-03 16:18:08,5797972,2022-04-03,16:18:07,F,167,123,324,66,0.62,17.2,75,324,0.769
2022-04-03 16:18:18,5808264,2022-04-03,16:18:18,F,168,123,319,90,0.614,23.2,75,324,0.769
2022-04-03 16:18:29,5818560,2022-04-03,16:18:28,F,169,134,306,125,0.562,29.5,75,324,0.769
2022-04-03 16:18:39,5828859,2022-04-03,16:18:38,F,170,148,275,190,0.462,36.9,75,324,0.769
2022-04-03 16:18:49,5839164,2022-04-03,16:18:49,F,171,147,233,285,0.369,44.2,75,324,0.769
2022-04-03 16:18:59,5849458,2022-04-03,16:18:59,F,172,140,194,420,0.278,49,75,324,0.769
2022-04-03 16:19:10,5859754,2022-04-03,16:19:09,F,173,127,164,625,0.226,59.3,75,324,0.769
2022-04-03 16:19:20,5870056,2022-04-03,16:19:20,F,174,115,143,845,0.196,69.6,75,324,0.769
2022-04-03 16:19:23,5872589,2022-04-03,16:19:22,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:20:29,5939114,2022-04-03,16:20:29,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:20:29,5939114,2022-04-03,16:20:29,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.017, ETRmPot: 53.689 ) ",,,,,,,
2022-04-03 16:20:29,5939114,2022-04-03,16:20:29,REG2,,"#1: alpha: 0.245, ETRm: 65.551, Ik: 268.078 ",,,,,,,
2022-04-03 16:20:31,5940844,2022-04-03,16:20:30,FO,175,82,337,0,0.757,0,82,337,0.757
2022-04-03 16:20:41,5951143,2022-04-03,16:20:41,F,176,127,327,66,0.612,17,82,337,0.757
2022-04-03 16:20:51,5961444,2022-04-03,16:20:51,F,177,110,281,90,0.609,23,82,337,0.757
2022-04-03 16:21:02,5971739,2022-04-03,16:21:01,F,178,91,226,125,0.597,31.3,82,337,0.757
2022-04-03 16:21:12,5982044,2022-04-03,16:21:12,F,179,97,200,190,0.515,41.1,82,337,0.757
2022-04-03 16:21:22,5992338,2022-04-03,16:21:22,F,180,98,165,285,0.406,48.6,82,337,0.757
2022-04-03 16:21:33,6002636,2022-04-03,16:21:32,F,181,91,132,420,0.311,54.9,82,337,0.757
2022-04-03 16:21:43,6012942,2022-04-03,16:21:42,F,182,82,109,625,0.248,65.1,82,337,0.757
2022-04-03 16:21:53,6023233,2022-04-03,16:21:53,F,183,75,93,845,0.194,68.9,82,337,0.757
2022-04-03 16:21:56,6025696,2022-04-03,16:21:55,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:23:52,6142305,2022-04-03,16:23:52,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:23:52,6142305,2022-04-03,16:23:52,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.024, ETRmPot: 33.478 ) ",,,,,,,
2022-04-03 16:23:52,6142305,2022-04-03,16:23:52,REG2,,"#1: alpha: 0.222, ETRm: 54.211, Ik: 243.682 ",,,,,,,
2022-04-03 16:23:54,6144020,2022-04-03,16:23:54,FO,184,123,452,0,0.728,0,123,452,0.728
2022-04-03 16:24:04,6154323,2022-04-03,16:24:04,F,185,179,442,66,0.595,16.5,123,452,0.728
2022-04-03 16:24:15,6164620,2022-04-03,16:24:14,F,186,173,430,90,0.598,22.6,123,452,0.728
2022-04-03 16:24:25,6174917,2022-04-03,16:24:24,F,187,179,408,125,0.561,29.5,123,452,0.728
2022-04-03 16:24:35,6185219,2022-04-03,16:24:35,F,188,204,372,190,0.452,36.1,123,452,0.728
2022-04-03 16:24:46,6195514,2022-04-03,16:24:45,F,189,211,314,285,0.328,39.3,123,452,0.728
2022-04-03 16:24:56,6205808,2022-04-03,16:24:55,F,190,198,262,420,0.244,43,123,452,0.728
2022-04-03 16:25:06,6216110,2022-04-03,16:25:06,F,191,176,221,625,0.204,53.6,123,452,0.728
2022-04-03 16:25:16,6226413,2022-04-03,16:25:16,F,192,157,190,845,0.174,61.8,123,452,0.728
2022-04-03 16:25:19,6229326,2022-04-03,16:25:19,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:25:59,6269056,2022-04-03,16:25:59,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:25:59,6269056,2022-04-03,16:25:59,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.020, ETRmPot: 21.289 ) ",,,,,,,
2022-04-03 16:25:59,6269056,2022-04-03,16:25:59,REG2,,"#1: alpha: 0.178, ETRm: 39.355, Ik: 221.468 ",,,,,,,
2022-04-03 16:26:01,6270804,2022-04-03,16:26:00,FO,193,110,454,0,0.758,0,110,454,0.758
2022-04-03 16:26:11,6281100,2022-04-03,16:26:11,F,194,165,421,66,0.608,16.9,110,454,0.758
2022-04-03 16:26:21,6291398,2022-04-03,16:26:21,F,195,173,373,90,0.536,20.3,110,454,0.758
2022-04-03 16:26:32,6301695,2022-04-03,16:26:31,F,196,182,310,125,0.413,21.7,110,454,0.758
2022-04-03 16:26:42,6311993,2022-04-03,16:26:42,F,197,176,257,190,0.315,25.1,110,454,0.758
2022-04-03 16:26:52,6322296,2022-04-03,16:26:52,F,198,166,217,285,0.235,28.1,110,454,0.758
2022-04-03 16:27:03,6332592,2022-04-03,16:27:02,F,199,154,187,420,0.176,31,110,454,0.758
2022-04-03 16:27:13,6342897,2022-04-03,16:27:12,F,200,141,166,625,0.151,39.6,110,454,0.758
2022-04-03 16:27:23,6353187,2022-04-03,16:27:23,F,201,130,150,845,0.133,47.2,110,454,0.758
2022-04-03 16:27:26,6356339,2022-04-03,16:27:26,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:28:10,6399702,2022-04-03,16:28:09,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:28:10,6399702,2022-04-03,16:28:09,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.016, ETRmPot: 35.213 ) ",,,,,,,
2022-04-03 16:28:10,6399702,2022-04-03,16:28:09,REG2,,"#1: alpha: 0.232, ETRm: 47.004, Ik: 202.977 ",,,,,,,
2022-04-03 16:28:11,6401386,2022-04-03,16:28:11,FO,202,123,483,0,0.745,0,123,483,0.745
2022-04-03 16:28:22,6411686,2022-04-03,16:28:21,F,203,185,479,66,0.614,17,123,483,0.745
2022-04-03 16:28:32,6421985,2022-04-03,16:28:31,F,204,184,446,90,0.587,22.2,123,483,0.745
2022-04-03 16:28:42,6432277,2022-04-03,16:28:42,F,205,197,405,125,0.514,27,123,483,0.745
2022-04-03 16:28:53,6442583,2022-04-03,16:28:52,F,206,198,341,190,0.419,33.4,123,483,0.745
2022-04-03 16:29:03,6452879,2022-04-03,16:29:02,F,207,194,282,285,0.312,37.3,123,483,0.745
2022-04-03 16:29:13,6463176,2022-04-03,16:29:13,F,208,186,245,420,0.241,42.5,123,483,0.745
2022-04-03 16:29:23,6473474,2022-04-03,16:29:23,F,209,180,219,625,0.178,46.7,123,483,0.745
2022-04-03 16:29:34,6483775,2022-04-03,16:29:33,F,210,168,197,845,0.147,52.2,123,483,0.745
2022-04-03 16:29:38,6487971,2022-04-03,16:29:37,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:32:05,6635169,2022-04-03,16:32:05,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:32:05,6635169,2022-04-03,16:32:05,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.018, ETRmPot: 28.443 ) ",,,,,,,
2022-04-03 16:32:05,6635169,2022-04-03,16:32:05,REG2,,"#1: alpha: 0.212, ETRm: 41.947, Ik: 197.828 ",,,,,,,
2022-04-03 16:32:07,6636855,2022-04-03,16:32:06,FO,211,126,495,0,0.745,0,126,495,0.745
2022-04-03 16:32:17,6647152,2022-04-03,16:32:17,F,212,199,500,66,0.602,16.7,126,495,0.745
2022-04-03 16:32:27,6657450,2022-04-03,16:32:27,F,213,224,427,125,0.475,24.9,126,495,0.745
2022-04-03 16:32:48,6678051,2022-04-03,16:32:48,F,214,234,364,190,0.357,28.5,126,495,0.745
2022-04-03 16:32:58,6688338,2022-04-03,16:32:58,F,215,224,306,285,0.268,32.1,126,495,0.745
2022-04-03 16:33:09,6698641,2022-04-03,16:33:08,F,216,208,264,420,0.212,37.4,126,495,0.745
2022-04-03 16:33:19,6708945,2022-04-03,16:33:18,F,217,194,232,625,0.164,43.1,126,495,0.745
2022-04-03 16:33:29,6719242,2022-04-03,16:33:29,F,218,182,210,845,0.133,47.2,126,495,0.745
2022-04-03 16:33:32,6721792,2022-04-03,16:33:31,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:34:33,6782732,2022-04-03,16:34:32,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:34:33,6782732,2022-04-03,16:34:32,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.037, ETRmPot: 43.838 ) ",,,,,,,
2022-04-03 16:34:33,6782732,2022-04-03,16:34:32,REG2,,"#1: alpha: 0.237, ETRm: 82.758, Ik: 349.225 ",,,,,,,
2022-04-03 16:34:34,6784431,2022-04-03,16:34:34,FO,219,46,220,0,0.791,0,46,220,0.791
2022-04-03 16:34:45,6794729,2022-04-03,16:34:44,F,220,64,209,66,0.694,19.2,46,220,0.791
2022-04-03 16:34:55,6805034,2022-04-03,16:34:55,F,221,65,202,90,0.678,25.6,46,220,0.791
2022-04-03 16:35:05,6815326,2022-04-03,16:35:05,F,222,66,193,125,0.658,34.5,46,220,0.791
2022-04-03 16:35:16,6825631,2022-04-03,16:35:15,F,223,80,178,190,0.551,44,46,220,0.791
2022-04-03 16:35:26,6835932,2022-04-03,16:35:25,F,224,88,155,285,0.432,51.7,46,220,0.791
2022-04-03 16:35:36,6846227,2022-04-03,16:35:36,F,225,86,132,420,0.348,61.4,46,220,0.791
2022-04-03 16:35:47,6856529,2022-04-03,16:35:46,F,226,81,112,625,0.277,72.7,46,220,0.791
2022-04-03 16:35:57,6866824,2022-04-03,16:35:56,F,227,73,98,845,0.255,90.5,46,220,0.791
2022-04-03 16:36:00,6870103,2022-04-03,16:36:00,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:36:34,6904008,2022-04-03,16:36:34,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:36:36,6905714,2022-04-03,16:36:35,FO,228,-4,8,0,-,-,-4,8,-
2022-04-03 16:36:46,6916016,2022-04-03,16:36:46,F,229,15,432,66,0.965,26.7,-4,8,-
2022-04-03 16:36:47,6917464,2022-04-03,16:36:47,SLCE,,Light Curve end ,,,,,,,
2022-04-03 16:36:51,6921414,2022-04-03,16:36:51,SLCS,,Light Curve start ,,,,,,,
2022-04-03 16:36:51,6921414,2022-04-03,16:36:51,REG1,,"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.021, ETRmPot: 32.922 ) ",,,,,,,
2022-04-03 16:36:51,6921414,2022-04-03,16:36:51,REG2,,"#1: alpha: 0.183, ETRm: 51.694, Ik: 282.246 ",,,,,,,
