"","Genus","Species"
"Otu02713",NA,NA
"Otu02715",NA,NA
"Otu02718",NA,NA
"Otu02719",NA,NA
"Otu02721",NA,NA
"Otu02722",NA,NA
"Otu02724",NA,NA
"Otu02726",NA,NA
"Otu02727",NA,NA
"Otu02729",NA,NA
"Otu02730","Sphingomonas","jaspsi"
"Otu02731",NA,NA
"Otu02732",NA,NA
"Otu02733",NA,NA
"Otu02734",NA,NA
"Otu02735",NA,NA
"Otu02737",NA,NA
"Otu02738",NA,NA
"Otu02739",NA,NA
"Otu02740",NA,NA
"Otu02741",NA,NA
"Otu02742",NA,NA
"Otu02744",NA,NA
"Otu02746",NA,NA
"Otu02747","Brevundimonas","albigilva/nasdae/vesicularis"
"Otu02749",NA,NA
"Otu02750",NA,NA
"Otu02752",NA,NA
"Otu02753",NA,NA
"Otu02754","Aeromicrobium","ponti"
"Otu02756",NA,NA
"Otu02757",NA,NA
"Otu02758",NA,NA
"Otu02759",NA,NA
"Otu02760",NA,NA
"Otu02761",NA,NA
"Otu02762","Amphritea","balenae"
"Otu02763",NA,NA
"Otu02765",NA,NA
"Otu02766",NA,NA
"Otu02767",NA,NA
"Otu02768",NA,NA
"Otu02770",NA,NA
"Otu02771",NA,NA
"Otu02772",NA,NA
"Otu02773",NA,NA
"Otu02774",NA,NA
"Otu02775",NA,NA
"Otu02776",NA,NA
"Otu02778","Chryseobacterium","greenlandense"
"Otu02779",NA,NA
"Otu02780",NA,NA
"Otu02781",NA,NA
"Otu02782",NA,NA
"Otu02783",NA,NA
"Otu02786",NA,NA
"Otu02787",NA,NA
"Otu02788",NA,NA
"Otu02789",NA,NA
"Otu02791",NA,NA
"Otu02793",NA,NA
"Otu02794",NA,NA
"Otu02795",NA,NA
"Otu02796",NA,NA
"Otu02797","Loktanella","aestuariicola/cinnabarina/hongkongensis"
"Otu02798",NA,NA
"Otu02801","Croceicoccus","marinus/mobilis"
"Otu02802",NA,NA
"Otu02803",NA,NA
"Otu02804",NA,NA
"Otu02805",NA,NA
"Otu02807",NA,NA
"Otu02809",NA,NA
"Otu02812",NA,NA
"Otu02813",NA,NA
"Otu02814",NA,NA
"Otu02815",NA,NA
"Otu02817",NA,NA
"Otu02818",NA,NA
"Otu02819",NA,NA
"Otu02820",NA,NA
"Otu02822",NA,NA
"Otu02823",NA,NA
"Otu02824",NA,NA
"Otu02825","Francisella","halioticida/philomiragia"
"Otu02827",NA,NA
"Otu02829",NA,NA
"Otu02830",NA,NA
"Otu02832",NA,NA
"Otu02834",NA,NA
"Otu02835",NA,NA
"Otu02836",NA,NA
"Otu02839",NA,NA
"Otu02840",NA,NA
"Otu02842",NA,NA
"Otu02844",NA,NA
"Otu02845",NA,NA
"Otu02846",NA,NA
"Otu02847",NA,NA
"Otu02849",NA,NA
"Otu02850",NA,NA
"Otu02851",NA,NA
"Otu02852",NA,NA
"Otu02853",NA,NA
"Otu02855",NA,NA
"Otu02856",NA,NA
"Otu02857",NA,NA
"Otu02858",NA,NA
"Otu02860",NA,NA
"Otu02862","Variovorax","boronicumulans/ginsengisoli/paradoxus"
"Otu02864",NA,NA
"Otu02865",NA,NA
"Otu02866",NA,NA
"Otu02867","Nostoc","linckia"
"Otu02869",NA,NA
"Otu02871",NA,NA
"Otu02873",NA,NA
"Otu02877",NA,NA
"Otu02878",NA,NA
"Otu02879",NA,NA
"Otu02881",NA,NA
"Otu02882",NA,NA
"Otu02883",NA,NA
"Otu02884",NA,NA
"Otu02885",NA,NA
"Otu02886",NA,NA
"Otu02887",NA,NA
"Otu02888",NA,NA
"Otu02889",NA,NA
"Otu02892",NA,NA
"Otu02893",NA,NA
"Otu02894",NA,NA
"Otu02895",NA,NA
"Otu02896",NA,NA
"Otu02897",NA,NA
"Otu02898",NA,NA
"Otu02900",NA,NA
"Otu02902",NA,NA
"Otu02906",NA,NA
"Otu02907",NA,NA
"Otu02910",NA,NA
"Otu02911",NA,NA
"Otu02912",NA,NA
"Otu02913",NA,NA
"Otu02915",NA,NA
"Otu02916",NA,NA
"Otu02917",NA,NA
"Otu02918",NA,NA
"Otu02921",NA,NA
"Otu02922",NA,NA
"Otu02923",NA,NA
"Otu02924",NA,NA
"Otu02926",NA,NA
"Otu02927",NA,NA
"Otu02928",NA,NA
"Otu02929",NA,NA
"Otu02930",NA,NA
"Otu02932","Paenarthrobacter","aurescens/ilicis/nicotinovorans/nitroguajacolicus/ureafaciens"
"Otu02933",NA,NA
"Otu02934","Bacillus","alcalophilus/aquimaris/vietnamensis"
"Otu02935",NA,NA
"Otu02936",NA,NA
"Otu02938",NA,NA
"Otu02940",NA,NA
"Otu02941",NA,NA
"Otu02942",NA,NA
"Otu02944",NA,NA
"Otu02945",NA,NA
"Otu02946",NA,NA
"Otu02947",NA,NA
"Otu02948",NA,NA
"Otu02949",NA,NA
"Otu02950",NA,NA
"Otu02951",NA,NA
"Otu02952",NA,NA
"Otu02953",NA,NA
"Otu02955",NA,NA
"Otu02956",NA,NA
"Otu02958",NA,NA
"Otu02961",NA,NA
"Otu02962",NA,NA
"Otu02963",NA,NA
"Otu02964",NA,NA
"Otu02965",NA,NA
"Otu02967",NA,NA
"Otu02968",NA,NA
"Otu02969",NA,NA
"Otu02970",NA,NA
"Otu02971",NA,NA
"Otu02972",NA,NA
"Otu02973",NA,NA
"Otu02974",NA,NA
"Otu02976",NA,NA
"Otu02977",NA,NA
"Otu02979",NA,NA
"Otu02980",NA,NA
"Otu02983",NA,NA
"Otu02984","Aureisphaera","salina"
"Otu02986",NA,NA
"Otu02987",NA,NA
"Otu02990",NA,NA
"Otu02991",NA,NA
"Otu02992","Arthrospira","maxima/platensis"
"Otu02993",NA,NA
"Otu02994",NA,NA
"Otu02995",NA,NA
"Otu02996",NA,NA
"Otu02998",NA,NA
"Otu02999",NA,NA
"Otu03000",NA,NA
"Otu03001",NA,NA
"Otu03002",NA,NA
"Otu03004",NA,NA
"Otu03005",NA,NA
"Otu03006",NA,NA
"Otu03007","Sphingobium","japonicum/lactosutens/xenophagum"
"Otu03009",NA,NA
"Otu03010",NA,NA
"Otu03012",NA,NA
"Otu03013",NA,NA
"Otu03014",NA,NA
"Otu03015",NA,NA
"Otu03016",NA,NA
"Otu03018",NA,NA
"Otu03020",NA,NA
"Otu03021",NA,NA
"Otu03022",NA,NA
"Otu03025",NA,NA
"Otu03027",NA,NA
"Otu03028",NA,NA
"Otu03029",NA,NA
"Otu03032",NA,NA
"Otu03033",NA,NA
"Otu03034",NA,NA
"Otu03035",NA,NA
"Otu03036",NA,NA
"Otu03037",NA,NA
"Otu03038",NA,NA
"Otu03039",NA,NA
"Otu03040",NA,NA
"Otu03041",NA,NA
"Otu03042",NA,NA
"Otu03043",NA,NA
"Otu03044",NA,NA
"Otu03046",NA,NA
"Otu03047",NA,NA
"Otu03049",NA,NA
"Otu03050",NA,NA
"Otu03051",NA,NA
"Otu03052",NA,NA
"Otu03053",NA,NA
"Otu03054","Bacillus","crassostreae/halosaccharovorans/litoralis/niabensis/simplex/weihaiensis"
"Otu03056",NA,NA
"Otu03057",NA,NA
"Otu03058",NA,NA
"Otu03059",NA,NA
"Otu03060",NA,NA
"Otu03061",NA,NA
"Otu03062",NA,NA
"Otu03063",NA,NA
"Otu03066",NA,NA
"Otu03067",NA,NA
"Otu03068",NA,NA
"Otu03069",NA,NA
"Otu03070",NA,NA
"Otu03071",NA,NA
"Otu03072",NA,NA
"Otu03075",NA,NA
"Otu03078",NA,NA
"Otu03079",NA,NA
"Otu03080",NA,NA
"Otu03081",NA,NA
"Otu03082",NA,NA
"Otu03084",NA,NA
"Otu03085",NA,NA
"Otu03089",NA,NA
"Otu03091",NA,NA
"Otu03092",NA,NA
"Otu03093",NA,NA
"Otu03094",NA,NA
"Otu03095",NA,NA
"Otu03096",NA,NA
"Otu03097",NA,NA
"Otu03098",NA,NA
"Otu03099",NA,NA
"Otu03100",NA,NA
"Otu03101","Pseudomonas","pseudoalcaligenes"
"Otu03102",NA,NA
"Otu03103",NA,NA
"Otu03104","Paracoccus","aestuarii/beibuensis/marinus/rhizosphaerae/siganidrum"
"Otu03107",NA,NA
"Otu03109",NA,NA
"Otu03110",NA,NA
"Otu03111",NA,NA
"Otu03112","Mesorhizobium","caraganae/ciceri/delmotii/gobiense/loti/mediterraneum/metallidurans/muleiense/prunaredense/robiniae/tamadayense/tarimense/temperatum/tianshanense"
"Otu03113",NA,NA
"Otu03114",NA,NA
"Otu03115",NA,NA
"Otu03116",NA,NA
"Otu03117",NA,NA
"Otu03121",NA,NA
"Otu03122",NA,NA
"Otu03123","Aestuariispira","insulae"
"Otu03124",NA,"aerogenes/agglomerans/agrestis/amnigena/aphidicola/asburiae/ascorbata/bugandensis/cancerogenus/cloacae/cryocrescens/ferragutiae/granulomatis/hormaechei/intermedia/izardii/kobei/ludwigii/mori/muelleri/nimipressuralis/noackiae/ornithinolytica/oxytoca/persicina/piriflorinigrans/pneumoniae/quasipneumoniae/rhapontici/rodasii/rwandensis/soli/tabaci/turicensis/variicola/warmboldiae/xiangfangensis"
"Otu03125",NA,NA
"Otu03127",NA,NA
"Otu03128",NA,NA
"Otu03129",NA,NA
"Otu03130",NA,NA
"Otu03132",NA,NA
"Otu03133",NA,NA
"Otu03134",NA,NA
"Otu03135",NA,NA
"Otu03137",NA,NA
"Otu03138","Devosia","ginsengisoli/humi/insulae"
"Otu03139",NA,NA
"Otu03140",NA,NA
"Otu03141",NA,NA
"Otu03142",NA,NA
"Otu03143",NA,NA
"Otu03144",NA,NA
"Otu03145",NA,NA
"Otu03146",NA,NA
"Otu03148",NA,NA
"Otu03149",NA,NA
"Otu03150",NA,NA
"Otu03151",NA,NA
"Otu03153",NA,NA
"Otu03156",NA,NA
"Otu03159",NA,NA
"Otu03160",NA,NA
"Otu03161",NA,NA
"Otu03162",NA,NA
"Otu03163",NA,NA
"Otu03164",NA,NA
"Otu03165",NA,NA
"Otu03167",NA,NA
"Otu03168",NA,NA
"Otu03169",NA,NA
"Otu03170",NA,NA
"Otu03171",NA,NA
"Otu03172",NA,NA
"Otu03173",NA,NA
"Otu03174",NA,NA
"Otu03175",NA,NA
"Otu03177",NA,NA
"Otu03178",NA,NA
"Otu03179",NA,NA
"Otu03181",NA,NA
"Otu03182","Amycolatopsis","balhimycina/bullii/kentuckyensis/lexingtonensis/mediterranei/pretoriensis/rifamycinica/stemonae/tolypomycina/vancoresmycina"
"Otu03183",NA,NA
"Otu03185",NA,NA
"Otu03187",NA,NA
"Otu03191",NA,NA
"Otu03192",NA,NA
"Otu03193",NA,NA
"Otu03194",NA,NA
"Otu03195",NA,NA
"Otu03196",NA,NA
"Otu03198",NA,NA
"Otu03199",NA,NA
"Otu03200",NA,NA
"Otu03201",NA,NA
"Otu03202",NA,NA
"Otu03203",NA,NA
"Otu03204",NA,NA
"Otu03205",NA,NA
"Otu03206",NA,NA
"Otu03207",NA,NA
"Otu03208",NA,NA
"Otu03209",NA,NA
"Otu03210",NA,NA
"Otu03211",NA,NA
"Otu03212",NA,NA
"Otu03213",NA,NA
"Otu03214",NA,NA
"Otu03216",NA,NA
"Otu03217","Acinetobacter","baumannii/septicus/ursingii"
"Otu03218",NA,NA
"Otu03219","Vibrio","mexicanus"
"Otu03220",NA,NA
"Otu03222",NA,NA
"Otu03223",NA,NA
"Otu03227",NA,NA
"Otu03228",NA,NA
"Otu03229",NA,NA
"Otu03230",NA,NA
"Otu03232",NA,NA
"Otu03234",NA,NA
"Otu03237",NA,NA
"Otu03238",NA,NA
"Otu03241","Thalassospira","frigidphilosprofundus/indica/profundimaris/tepidiphila"
"Otu03243","Desulfoluna","spongiiphila"
"Otu03244",NA,NA
"Otu03245",NA,NA
"Otu03246",NA,NA
"Otu03247",NA,NA
"Otu03249",NA,NA
"Otu03250","Halobacillus","aidingensis/alkaliphilus/andaensis/blutaparonensis/dabanensis/faecis/halophilus/herbersteinensis/karajensis/kuroshimensis/litoralis/massiliensis/profundi/styriensis/trueperi/virgiliensis/yeomjeoni"
"Otu03254","Caulobacter","henricii"
"Otu03255",NA,NA
"Otu03256",NA,NA
"Otu03257",NA,NA
"Otu03258",NA,NA
"Otu03260",NA,NA
"Otu03263",NA,NA
"Otu03265",NA,NA
"Otu03266",NA,NA
"Otu03267",NA,NA
"Otu03268",NA,NA
"Otu03269",NA,NA
"Otu03270",NA,NA
"Otu03272",NA,NA
"Otu03274",NA,NA
"Otu03275",NA,NA
"Otu03276",NA,NA
"Otu03277",NA,NA
"Otu03278",NA,NA
"Otu03279",NA,NA
"Otu03280",NA,NA
"Otu03282",NA,NA
"Otu03283",NA,NA
"Otu03284",NA,NA
"Otu03285",NA,NA
"Otu03288",NA,NA
"Otu03289",NA,NA
"Otu03290",NA,NA
"Otu03291",NA,NA
"Otu03292",NA,NA
"Otu03293","Maricurvus","nonylphenolicus"
"Otu03294",NA,NA
"Otu03295",NA,NA
"Otu03296",NA,NA
"Otu03297",NA,NA
"Otu03298",NA,NA
"Otu03299",NA,NA
"Otu03300",NA,NA
"Otu03301",NA,NA
"Otu03302",NA,NA
"Otu03303",NA,NA
"Otu03304",NA,NA
"Otu03305",NA,NA
"Otu03306",NA,NA
"Otu03307",NA,NA
"Otu03308",NA,NA
"Otu03309",NA,NA
"Otu03310",NA,NA
"Otu03311",NA,NA
"Otu03312",NA,NA
"Otu03313",NA,NA
"Otu03315",NA,NA
"Otu03317",NA,NA
"Otu03318",NA,NA
"Otu03319",NA,NA
"Otu03320",NA,NA
"Otu03321",NA,NA
"Otu03322",NA,NA
"Otu03323",NA,NA
"Otu03325",NA,NA
"Otu03326",NA,NA
"Otu03327",NA,NA
"Otu03328","Endozoicomonas","atrinae"
"Otu03329",NA,NA
"Otu03330",NA,NA
"Otu03331",NA,NA
"Otu03332",NA,NA
"Otu03333",NA,NA
"Otu03334",NA,NA
"Otu03336",NA,NA
"Otu03338",NA,NA
"Otu03339",NA,NA
"Otu03340",NA,NA
"Otu03341",NA,NA
"Otu03342",NA,NA
"Otu03343",NA,NA
"Otu03344",NA,NA
"Otu03345",NA,NA
"Otu03346",NA,NA
"Otu03347",NA,NA
"Otu03348",NA,NA
"Otu03349",NA,NA
"Otu03351",NA,NA
"Otu03352",NA,NA
"Otu03353",NA,NA
"Otu03356",NA,NA
"Otu03357",NA,NA
"Otu03359",NA,NA
"Otu03360",NA,NA
"Otu03362",NA,NA
"Otu03363",NA,NA
"Otu03364",NA,NA
"Otu03365",NA,NA
"Otu03367",NA,NA
"Otu03368",NA,NA
"Otu03369",NA,NA
"Otu03372",NA,NA
"Otu03374",NA,NA
"Otu03375",NA,NA
"Otu03377",NA,NA
"Otu03378",NA,NA
"Otu03380",NA,NA
"Otu03381",NA,NA
"Otu03382",NA,NA
"Otu03383",NA,NA
"Otu03384","Caulobacter","crescentus/flavus/segnis/vibrioides"
"Otu03386",NA,NA
"Otu03387",NA,NA
"Otu03388",NA,NA
"Otu03389",NA,NA
"Otu03390",NA,NA
"Otu03391",NA,NA
"Otu03392",NA,NA
"Otu03393",NA,NA
"Otu03394",NA,NA
"Otu03396",NA,NA
"Otu03397",NA,NA
"Otu03398",NA,NA
"Otu03399",NA,NA
"Otu03400",NA,NA
"Otu03402",NA,NA
"Otu03404","Actinoplanes","penicillatus"
"Otu03406",NA,NA
"Otu03407",NA,NA
"Otu03408",NA,NA
"Otu03410",NA,NA
"Otu03411",NA,NA
"Otu03412",NA,NA
"Otu03413",NA,NA
"Otu03415",NA,NA
"Otu03417",NA,NA
"Otu03418",NA,NA
"Otu03419",NA,NA
"Otu03420",NA,NA
"Otu03422",NA,NA
"Otu03423",NA,NA
"Otu03424",NA,NA
"Otu03425",NA,NA
"Otu03426",NA,NA
"Otu03427",NA,NA
"Otu03429",NA,NA
"Otu03430",NA,NA
"Otu03431",NA,NA
"Otu03432",NA,NA
"Otu03433",NA,NA
"Otu03434",NA,NA
"Otu03436",NA,NA
"Otu03438",NA,NA
"Otu03444",NA,NA
"Otu03445",NA,NA
"Otu03447",NA,NA
"Otu03448",NA,NA
"Otu03449",NA,NA
"Otu03451",NA,NA
"Otu03452",NA,NA
"Otu03453",NA,NA
"Otu03455",NA,NA
"Otu03456",NA,NA
"Otu03457",NA,NA
"Otu03459",NA,NA
"Otu03460","Bacillus","altitudinis/amyloliquefaciens/firmus/halotolerans/licheniformis/mojavensis/siamensis/subtilis/tequilensis/timonensis/vallismortis/velezensis"
"Otu03463",NA,NA
"Otu03465",NA,NA
"Otu03466",NA,NA
"Otu03467",NA,NA
"Otu03472",NA,NA
"Otu03473",NA,NA
"Otu03474",NA,NA
"Otu03475",NA,NA
"Otu03476",NA,NA
"Otu03477",NA,NA
"Otu03478",NA,NA
"Otu03479",NA,NA
"Otu03480",NA,NA
"Otu03481",NA,NA
"Otu03482",NA,NA
"Otu03483",NA,NA
"Otu03484",NA,NA
"Otu03485",NA,NA
"Otu03486",NA,NA
"Otu03488",NA,NA
"Otu03489",NA,NA
"Otu03490",NA,NA
"Otu03491",NA,NA
"Otu03495",NA,NA
"Otu03497",NA,NA
"Otu03499","Brevundimonas","bullata/halotolerans"
"Otu03500",NA,NA
"Otu03501",NA,NA
"Otu03502",NA,NA
"Otu03503",NA,NA
"Otu03504",NA,NA
"Otu03505",NA,NA
"Otu03506",NA,NA
"Otu03507",NA,NA
"Otu03508",NA,NA
"Otu03509",NA,NA
"Otu03510",NA,NA
"Otu03511",NA,NA
"Otu03512",NA,NA
"Otu03513","Dactylosporangium","aurantiacum/cerinum/darangshiense/fulvum/luridum/luteum/maewongense/matsuzakiense/roseum/salmoneum/siamense/solaniradicis/sucinum/thailandense/tropicum/vinaceum"
"Otu03514",NA,NA
"Otu03516",NA,NA
"Otu03517",NA,NA
"Otu03519",NA,NA
"Otu03520",NA,NA
"Otu03521","Persicobacter","psychrovividus"
"Otu03522",NA,NA
"Otu03524",NA,NA
"Otu03525",NA,NA
"Otu03527",NA,NA
"Otu03529",NA,NA
"Otu03530",NA,NA
"Otu03532",NA,NA
"Otu03535",NA,NA
"Otu03536",NA,NA
"Otu03537",NA,NA
"Otu03538",NA,NA
"Otu03539",NA,NA
"Otu03540",NA,NA
"Otu03541",NA,NA
"Otu03542",NA,NA
"Otu03543",NA,NA
"Otu03544",NA,NA
"Otu03546",NA,NA
"Otu03548",NA,NA
"Otu03549","Aureitalea","marina"
"Otu03551",NA,NA
"Otu03552",NA,NA
"Otu03553",NA,NA
"Otu03554",NA,NA
"Otu03555",NA,NA
"Otu03556",NA,NA
"Otu03557",NA,NA
"Otu03558",NA,NA
"Otu03559",NA,NA
"Otu03561",NA,NA
"Otu03562",NA,NA
"Otu03563",NA,NA
"Otu03564",NA,NA
"Otu03565",NA,"azikeevi/canintestini/canis/dispar/durans/faecalis/faecium/hirae/lactis/mundtii/olivae/pernyi/plantarum/raffinosus/ratti/rivorum/saigonensis/thailandicus/villorum"
"Otu03566",NA,NA
"Otu03567",NA,NA
"Otu03569",NA,NA
"Otu03570",NA,NA
"Otu03571",NA,NA
"Otu03573",NA,NA
"Otu03574",NA,NA
"Otu03576",NA,NA
"Otu03577",NA,NA
"Otu03578","Noviherbaspirillum","massiliense"
"Otu03579",NA,NA
"Otu03581",NA,NA
"Otu03582",NA,NA
"Otu03583",NA,NA
"Otu03584",NA,NA
"Otu03585","Stenotrophobacter","terrae"
"Otu03586",NA,NA
"Otu03588",NA,NA
"Otu03589",NA,NA
"Otu03590",NA,NA
"Otu03591",NA,NA
"Otu03592",NA,NA
"Otu03593",NA,NA
"Otu03594",NA,NA
"Otu03595",NA,NA
"Otu03596",NA,NA
"Otu03597",NA,NA
"Otu03599",NA,NA
"Otu03600",NA,NA
"Otu03602",NA,NA
"Otu03607",NA,NA
"Otu03608",NA,NA
"Otu03609",NA,NA
"Otu03610",NA,NA
"Otu03611",NA,NA
"Otu03612",NA,NA
"Otu03613",NA,NA
"Otu03614",NA,NA
"Otu03615",NA,NA
"Otu03616",NA,NA
"Otu03617",NA,NA
"Otu03618",NA,NA
"Otu03619",NA,NA
"Otu03620",NA,NA
"Otu03623",NA,NA
"Otu03624",NA,NA
"Otu03625",NA,NA
"Otu03626",NA,NA
"Otu03628",NA,NA
"Otu03629",NA,NA
"Otu03630",NA,NA
"Otu03631",NA,NA
"Otu03632",NA,NA
"Otu03634",NA,NA
"Otu03635",NA,NA
"Otu03636",NA,NA
"Otu03637",NA,NA
"Otu03638",NA,NA
"Otu03639",NA,NA
"Otu03641",NA,NA
"Otu03642",NA,NA
"Otu03643",NA,NA
"Otu03645",NA,NA
"Otu03646",NA,NA
"Otu03647",NA,NA
"Otu03648",NA,NA
"Otu03649",NA,NA
"Otu03650",NA,NA
"Otu03652",NA,NA
"Otu03654",NA,NA
"Otu03656",NA,NA
"Otu03658",NA,NA
"Otu03659",NA,NA
"Otu03660",NA,NA
"Otu03661","Lactobacillus","delbrueckii/fermentum/ingluviei/oris/parabuchneri/plantarum"
"Otu03662",NA,NA
"Otu03663",NA,NA
"Otu03666",NA,NA
"Otu03668",NA,NA
"Otu03669",NA,NA
"Otu03670","Arthrospira","fusiformis/indica/maxima/platensis"
"Otu03672",NA,NA
"Otu03673",NA,NA
"Otu03677",NA,"alkaniphila/guaymasensis"
"Otu03678","Marinobacterium","marisflavi"
"Otu03680",NA,NA
"Otu03683",NA,NA
"Otu03684",NA,NA
"Otu03685",NA,NA
"Otu03686",NA,NA
"Otu03687","Kordia","algicida"
"Otu03689",NA,NA
"Otu03690",NA,NA
"Otu03691",NA,NA
"Otu03692",NA,NA
"Otu03693",NA,NA
"Otu03695",NA,NA
"Otu03696",NA,NA
"Otu03698",NA,NA
"Otu03699",NA,NA
"Otu03700","Pseudomonas","amygdali/baetica/caricapapayae/caspiana/clemancea/fluorescens/graminis/hunanensis/jessenii/koreensis/meliae/moraviensis/oryzihabitans/pavonaceae/putida/savastanoi/syringae/taetrolens/tremae"
"Otu03701",NA,NA
"Otu03702",NA,NA
"Otu03704",NA,NA
"Otu03705",NA,NA
"Otu03707",NA,NA
"Otu03710",NA,NA
"Otu03712",NA,NA
"Otu03713",NA,NA
"Otu03714",NA,NA
"Otu03716",NA,NA
"Otu03720",NA,NA
"Otu03721",NA,NA
"Otu03722","Synechococcus","spongiarum"
"Otu03723",NA,NA
"Otu03724","Mycobacterium","madagascariense"
"Otu03725",NA,NA
"Otu03728",NA,NA
"Otu03729","Actinoplanes","globisporus"
"Otu03730",NA,NA
"Otu03731",NA,NA
"Otu03733",NA,NA
"Otu03734",NA,NA
"Otu03735",NA,NA
"Otu03736",NA,NA
"Otu03738",NA,NA
"Otu03742",NA,NA
"Otu03743",NA,NA
"Otu03744",NA,NA
"Otu03745",NA,NA
"Otu03748",NA,NA
"Otu03749",NA,NA
"Otu03751",NA,NA
"Otu03753",NA,NA
"Otu03754","Prevotella","copri"
"Otu03755","Thalassotalea","marina"
"Otu03756",NA,NA
"Otu03757",NA,NA
"Otu03758",NA,NA
"Otu03759",NA,NA
"Otu03762",NA,NA
"Otu03763",NA,NA
"Otu03767",NA,NA
"Otu03770",NA,NA
"Otu03771",NA,NA
"Otu03772",NA,NA
"Otu03773",NA,NA
"Otu03774","Thalassomonas","actiniarum/haliotis/viridans"
"Otu03775",NA,NA
"Otu03777",NA,NA
"Otu03778",NA,NA
"Otu03779",NA,NA
"Otu03782",NA,NA
"Otu03783",NA,NA
"Otu03784",NA,NA
"Otu03785",NA,NA
"Otu03786",NA,NA
"Otu03787",NA,NA
"Otu03791",NA,NA
"Otu03792",NA,NA
"Otu03793",NA,NA
"Otu03795",NA,NA
"Otu03796",NA,NA
"Otu03797",NA,NA
"Otu03798","Sphingomonas","mucosissima"
"Otu03799",NA,NA
"Otu03800",NA,NA
"Otu03803",NA,NA
"Otu03804",NA,NA
"Otu03805",NA,NA
"Otu03806",NA,NA
"Otu03807",NA,NA
"Otu03808",NA,NA
"Otu03811",NA,NA
"Otu03812",NA,NA
"Otu03813",NA,NA
"Otu03814",NA,NA
"Otu03815",NA,NA
"Otu03818",NA,NA
"Otu03821",NA,NA
"Otu03822",NA,NA
"Otu03823",NA,NA
"Otu03824",NA,NA
"Otu03825",NA,NA
"Otu03826",NA,NA
"Otu03827",NA,NA
"Otu03828",NA,NA
"Otu03829",NA,NA
"Otu03830",NA,NA
"Otu03831",NA,NA
"Otu03832",NA,NA
"Otu03833",NA,NA
"Otu03834",NA,NA
"Otu03837",NA,NA
"Otu03839",NA,NA
"Otu03840",NA,NA
"Otu03841",NA,NA
"Otu03844",NA,NA
"Otu03845",NA,NA
"Otu03846",NA,NA
"Otu03847",NA,NA
"Otu03848",NA,NA
"Otu03850",NA,NA
"Otu03851","Mycobacterium","aurum/austroafricanum/rhodesiae/vaccae/vanbaalenii"
"Otu03852",NA,NA
"Otu03853",NA,NA
"Otu03854",NA,NA
"Otu03855",NA,NA
"Otu03857",NA,NA
"Otu03858",NA,NA
"Otu03859",NA,NA
"Otu03860",NA,NA
"Otu03861",NA,NA
"Otu03862",NA,NA
"Otu03863",NA,NA
"Otu03864",NA,NA
"Otu03866",NA,NA
"Otu03868",NA,NA
"Otu03869","Vibrio","fluvialis/furnissii/hepatarius/parahaemolyticus/tubiashii/vulnificus"
"Otu03870",NA,NA
"Otu03872",NA,NA
"Otu03873",NA,NA
"Otu03874",NA,NA
"Otu03875",NA,NA
"Otu03876",NA,NA
"Otu03878","Pseudonocardia","ailaonensis/xishanensis"
"Otu03879",NA,NA
"Otu03880",NA,NA
"Otu03882",NA,NA
"Otu03884",NA,NA
"Otu03885",NA,NA
"Otu03887",NA,NA
"Otu03888",NA,NA
"Otu03889",NA,NA
"Otu03891",NA,NA
"Otu03892",NA,NA
"Otu03894",NA,NA
"Otu03896",NA,NA
"Otu03899",NA,NA
"Otu03900","Sphingomonas","koreensis"
"Otu03901",NA,NA
"Otu03902",NA,NA
"Otu03903",NA,NA
"Otu03904",NA,NA
"Otu03905",NA,NA
"Otu03907",NA,NA
"Otu03908",NA,NA
"Otu03909",NA,NA
"Otu03911",NA,NA
"Otu03912",NA,NA
"Otu03913",NA,NA
"Otu03915",NA,NA
"Otu03916",NA,NA
"Otu03917",NA,NA
"Otu03918",NA,NA
"Otu03919",NA,NA
"Otu03923",NA,NA
"Otu03924",NA,NA
"Otu03927",NA,NA
"Otu03929",NA,NA
"Otu03931",NA,NA
"Otu03933",NA,NA
"Otu03934",NA,NA
"Otu03936","Thalassospira","alkalitolerans/lucentensis/permensis/xiamenensis/xianhensis"
"Otu03937",NA,NA
"Otu03938",NA,NA
"Otu03940",NA,NA
"Otu03941",NA,NA
"Otu03942",NA,NA
"Otu03943",NA,NA
"Otu03944",NA,NA
"Otu03945",NA,NA
"Otu03946",NA,NA
"Otu03947","Aureimonas","phyllosphaerae"
"Otu03948",NA,NA
"Otu03950","Kribbella","albertanoniae/antibiotica/endophytica/flavida/italica/pittospori/swartbergensis"
"Otu03951",NA,NA
"Otu03952",NA,NA
"Otu03953",NA,NA
"Otu03955",NA,NA
"Otu03956","Rubritalea","tangerina"
"Otu03959",NA,NA
"Otu03960",NA,NA
"Otu03961",NA,NA
"Otu03962",NA,NA
"Otu03963",NA,NA
"Otu03964",NA,NA
"Otu03966","Umboniibacter","roseus"
"Otu03967",NA,NA
"Otu03968",NA,"aestuariivivens/atlantica/marina"
"Otu03969",NA,NA
"Otu03970",NA,NA
"Otu03972",NA,NA
"Otu03973",NA,NA
"Otu03974",NA,NA
"Otu03975",NA,NA
"Otu03977",NA,NA
"Otu03978",NA,NA
"Otu03981",NA,NA
"Otu03982",NA,NA
"Otu03983",NA,NA
"Otu03984",NA,NA
"Otu03986",NA,NA
"Otu03987",NA,NA
"Otu03988",NA,NA
